transaction_id,account_id,date,amount,merchant,raw_category
839fbc50-1223-4513-9496-f63cdc1110c1,YNEE72362669335134,2025-01-13 17:13:45,2925.01,bailey group,fitness
7c441fe7-ab42-40a7-874a-493b3ceddf2d,EMDX92372450184819,2024-02-17 06:50:29,4489.63,smith plc,education
b92da22b-21df-406f-8a0b-3c3336d8393a,PHVO41897215406417,2025-01-04 16:44:23,2000.01,pitts-garcia,housing
93829b43-922f-415a-a1e3-db63ef7ddc76,NSFW74381199537660,2024-01-20 20:46:44,1100.51,"fernandez, ortiz and reynolds",travel
7914c120-c8dc-419f-be35-11287900f7f9,UDYI44856451017397,2023-03-06 14:47:39,4987.7,lambert-george,travel
1825bc54-30be-445f-a835-14f2ceb81f9d,HSNV41789969860919,2024-12-26 12:06:47,2550.08,preston plc,grocery
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,ZUDS11359966057798,2024-12-14 19:26:41,459.09,"anderson, foster and martinez",clothing
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,BMZU60392051460745,2024-11-25 08:57:13,240.35,"ray, stone and holmes",healthcare
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,VLLH47057423885652,2024-03-28 08:27:09,552.7,hill ltd,electronics
0f844fef-1931-49ee-a56c-0941fbf24050,PCKL98354116597263,2024-01-03 04:59:35,3139.09,"alexander, salinas and mccormick",transport
ccf3a171-56dc-4907-ba6c-34ab6712303a,IWPL57522501394884,2023-05-27 04:58:29,3961.44,"jones, farrell and johnson",housing
310c0c00-3fa7-4104-9bf9-0e27dc96925e,YRRF69131196425856,2024-12-25 11:32:52,2113.69,brown inc,education
23e2fcb4-72d8-467d-894a-05e430b187ef,EMDX49915370382407,2024-03-02 12:41:40,322.32,whitaker-allen,electronics
766ecb15-474e-4c19-aef9-12766c006f61,HWHH37320430977688,2024-05-31 15:00:24,1911.19,boyer-chung,utilities
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,SGNF89696454655358,2023-08-30 19:33:14,4980.63,jackson-kennedy,entertainment
db20a56e-dc81-4fe7-8eda-8bbb71710434,LCWE53892187851935,2023-02-23 06:10:40,2647.93,"collier, simon and kim",food
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,WWUR37490797796120,2023-04-25 15:27:11,4855.54,tanner-hill,fitness
03c72ba8-d605-4770-8a63-f881ffd0f9d5,RORU05721514940976,2023-01-30 07:25:00,4304.59,hall and sons,utilities
c0e9ab30-ed26-42e9-97e0-11b7f8102383,WYEM37484539862895,2023-12-26 07:49:42,62.35,stephens-dodson,fitness
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,ATBW59119186233922,2024-01-20 01:52:47,3605.01,kelly-scott,travel
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,AUPX15116966672521,2024-08-09 22:45:53,3410.14,"anderson, james and hampton",clothing
2a25a888-0f02-4ad0-a706-7ef466aa9385,JLFW64712463351571,2024-07-20 16:30:14,2687.17,mcmillan-gross,electronics
63f2ae24-fc3d-4348-808d-4127610461e3,QIAT08051208005640,2023-11-21 15:16:19,1337.79,smith and sons,utilities
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,ZSSL12397283512959,2023-08-21 15:28:54,3206.6,mora inc,grocery
b253d218-6c4a-47ea-8906-17f2747b6dba,FOWY28270908144152,2024-11-23 12:04:16,562.2,garcia llc,education
c88a618e-fed4-457d-bb02-6576f512c4c3,SQFD73929578671815,2024-05-23 20:35:54,2176.65,palmer group,shopping
7c967f79-b7e9-4aca-a970-65e18e46d534,HLEH73605079181589,2024-06-22 10:58:56,2271.35,reed-jones,savings
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,SWRQ68345273466661,2023-10-20 16:06:55,4769.31,morrow plc,housing
bc594585-9445-48c0-8ef8-c2d6f7fd5646,PAPD58796474080314,2024-06-16 08:15:28,4379.89,"anderson, johnson and browning",shopping
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,SXSR25080046358068,2023-08-22 09:29:32,1320.63,chambers ltd,education
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,QFQL03172351373990,2023-02-16 00:22:13,2505.43,miller-arnold,utilities
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,BMGW14035263560229,2023-10-26 06:19:53,897.37,king-scott,entertainment
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,HTVI69434606664374,2023-12-17 17:41:01,4563.58,"thompson, martinez and black",grocery
118a9d29-2f92-4996-99f1-95d014822f53,TAUW60723111271285,2023-02-24 13:08:22,4353.24,jones inc,food
dca02eec-acda-4acc-9165-e21098543881,FXIV64844941163187,2025-01-14 20:49:19,1495.73,"solomon, washington and allen",shopping
f10c718b-1eb0-438a-a75d-d5af3c365296,GEQB77113062113695,2025-01-05 16:54:54,3196.55,"garcia, barker and lawrence",travel
94340a03-3f07-4814-91d6-3f78e3e9de99,OXEO90833509025425,2023-05-28 18:53:22,3046.81,bell-sheppard,utilities
14fcdd54-9e8f-4965-8a2c-827e98326856,OGUB66248132357071,2024-11-18 09:57:49,768.43,paul-robinson,housing
90b2b633-956b-4c0c-a849-9b926b5252e3,HTQJ82285011688092,2023-03-07 10:53:08,3813.74,fuentes-castillo,shopping
42c18a62-ef48-48d5-90fd-9d3f85d51695,XKLB21306090691309,2025-01-16 05:07:32,2699.2,stuart-garner,food
506e5a9a-b758-488d-ab73-295b344a54b8,RCAU79649673794577,2024-07-30 07:54:14,3894.24,lawrence-castro,savings
21813d25-6552-48a6-83ff-50113d1a85dd,EORL32426425064207,2024-06-23 04:49:11,2654.12,wiggins-lewis,healthcare
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,NWRH62536667776755,2025-01-03 01:49:22,7.86,holmes-wilkinson,utilities
ef8c485b-c07a-40f2-add4-253b50f0fd0a,KVME83333939578654,2023-03-11 04:37:08,1624.16,king-lloyd,transport
9f044aed-7552-4327-8262-7f7312922f83,GMEP18749603358268,2024-03-02 17:52:15,102.29,anderson inc,utilities
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,NFOA36924926932657,2023-12-30 17:15:54,4645.85,johnson plc,healthcare
8181a8cc-3691-47eb-89a2-688b12c136e0,HXEY75998011100051,2023-06-30 10:33:50,4394.22,pace-walker,housing
5958a499-eeea-463e-a1e8-ac6843e42caf,KLGX23415959775244,2023-05-19 23:02:37,4159.17,"jimenez, howard and simmons",food
3e896c64-e117-4ac3-919c-4ea3e1805081,DZRF22618962887431,2024-12-14 19:42:31,1541.03,robertson-moore,savings
702cdd20-2862-48b8-88f4-ef125e9953d2,VEOD02676720957992,2024-03-14 09:44:15,294.34,harris group,healthcare
4d71c366-b41b-4143-8b10-550cd5704f32,OAPV95515122946213,2024-10-19 00:09:06,4390.66,"sheppard, thompson and golden",food
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,UKJW15970996254384,2023-10-06 22:35:27,4735.01,davis and sons,electronics
aaf91531-0200-41f0-8768-a84fa76afde6,QAPK20344765047158,2024-08-22 15:15:21,432.84,macias-brown,healthcare
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,BETA90463766046558,2023-11-26 00:16:54,2432.52,smith plc,electronics
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ZNNW52548374417158,2023-10-02 03:06:02,350.72,"downs, murray and erickson",travel
e3c43657-1d8c-4bac-83b4-09ef2260e70f,DAZE13125129311005,2024-12-07 22:55:03,3804.21,parker llc,education
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,TCES75191023121106,2024-03-29 02:37:57,3830.34,"chen, williams and barber",food
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,ZVHG01658373792749,2024-05-20 15:40:29,646.32,lee-mason,grocery
afffcfd2-341e-440b-97c7-00aab7b56ea7,BOFQ01234289311325,2023-03-10 12:36:30,2379.04,"perez, roberts and lopez",grocery
81627cf1-4394-42e6-9a58-7e8aa25d6b29,YHFM94968436453804,2024-06-01 09:36:02,2751.27,dunlap-stewart,healthcare
e87d1c78-e7c4-41c7-8049-7b717d106c60,JYFC01750961701595,2025-01-01 19:32:57,1328.96,arnold-stewart,healthcare
a2607723-17a0-4f49-8d01-280fd89a40c0,WVTV19457575747583,2024-11-07 11:12:01,4362.8,wade-gregory,electronics
0b49452d-46d4-43f3-9450-281c6c6f7633,HSFB56775677722660,2024-08-05 01:09:15,2118.57,"massey, smith and williams",food
217d65a0-c568-41cd-9563-f61600e85ece,EZKM26506229231067,2024-05-08 11:22:19,1062.93,beard plc,savings
295d6fbf-430f-401d-bad4-09e2a319dcb4,EIKG07624843379766,2023-03-05 08:08:18,2698.78,ortiz-tucker,fitness
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,FPVB51157942387367,2023-10-20 03:23:05,3651.01,ortiz-johnson,food
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,AJUF54969192845525,2024-09-14 07:28:33,1009.75,smith plc,fitness
b0e6a969-e213-42b0-b1ee-dba313432e61,SPCA75633535748595,2024-10-16 12:53:50,1562.02,johnson group,grocery
093923de-8bab-4e3b-a628-6bfbe767dcea,WGEK93993379705816,2024-05-22 21:50:29,4975.77,andrade-goodwin,travel
8d7248e2-951f-48d0-9e84-f058d5a804eb,YETK18779417634250,2023-07-24 00:47:55,3251.14,"church, mccoy and mullins",savings
0ab54bde-20a0-4502-ae06-809725e97977,PHHU05597824575983,2024-02-23 10:32:32,2193.31,may-walker,electronics
eededb07-e623-4689-9d59-cd2a4eea04e7,ZUGT91403884366044,2023-02-01 22:52:57,2590.29,adams llc,travel
0a368ce7-dc57-4131-b8e1-daa7cbceabde,GEJA06157276829751,2023-10-18 10:52:49,609.42,"hale, brown and finley",travel
ae9bec36-35c7-436c-9b99-62c6e61fecc0,IOIG97429250105875,2024-06-26 08:31:59,1127.36,schneider plc,entertainment
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,EKXM80656259045990,2023-07-12 16:56:51,1693.74,wells group,travel
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,QBXW27112218231555,2023-08-18 04:55:14,2943.6,jackson-rubio,grocery
bfddc3d9-9ee3-4c2a-b94d-62046808593f,CNKY17680866281372,2023-12-13 04:38:53,1154.42,jackson-rice,fitness
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,DYIH30800370033228,2023-10-05 17:07:02,1104.99,miller-burton,electronics
ccc56569-f9e8-4369-a999-b735dd56cc94,KKMY60847068103903,2023-02-12 05:48:23,359.61,patterson-ross,clothing
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,HSPA51958263280944,2024-09-09 01:39:13,3157.36,medina-graves,housing
ecab3301-bc8f-4d29-adea-94930658663a,RLQM23945354614707,2024-12-25 07:51:41,1148.56,matthews-martinez,clothing
696608aa-ee49-4329-884a-7b28550a1b46,TUVQ63210613394394,2023-06-27 05:05:13,4527.57,price llc,transport
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,LOBU39438040325376,2023-05-19 00:16:01,4298.88,young-hunt,food
28c13091-444d-410b-bf87-e362cf8d446a,XKOM92778943191009,2023-09-05 11:51:09,358.93,kelly llc,utilities
61ee411a-1bac-47a7-b386-f7a4c991603f,BAIA47692105336514,2024-07-25 23:40:12,1193.83,cole-franklin,food
787f2425-dbcc-4477-89e9-db0adf465290,NUAJ01424731072011,2023-02-08 16:24:43,3346.54,davis-williams,savings
eb1fa9f2-d10b-41d0-b317-347038f16a81,XHOS84409712316600,2024-11-13 05:58:34,1075.11,"roberts, cox and wang",grocery
d20eac17-4e20-4d1a-9983-36e375d66ed4,PNON20901447340433,2024-11-14 10:58:08,665.9,gray-cruz,entertainment
39118497-3a43-42ba-9f0f-06cbcb9bc326,WOZA09687304519577,2025-01-13 10:03:02,4677.89,sanchez-doyle,grocery
6601ddd0-3170-4437-a8f7-ef5a060edf5b,RFLV58825562965754,2023-06-30 15:43:59,2857.36,chen group,grocery
11c58ef0-dd46-4c09-8752-87aa5408f9ac,EVYP86561942557782,2023-02-10 05:07:34,2365.99,king-simmons,entertainment
59e4b671-4774-4c58-85f8-bc16f7860b50,BKQU29582923616188,2024-01-24 23:37:24,3924.17,jones-carpenter,fitness
adf4e62d-6651-429e-8268-690ba43825b5,BQDS04823571558686,2023-01-29 02:12:28,4038.45,jordan-davis,fitness
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,HSLX61372308172143,2024-07-19 16:16:08,956.1,"paul, crosby and perry",entertainment
e08596db-1d87-4966-8710-d430f071d879,YMJG81300041321147,2023-07-15 17:24:02,489.17,mcfarland inc,transport
94a1875d-2db6-4edb-82de-ffccf86c2ca2,DNLV60945653469979,2023-02-23 20:58:54,2158.1,buchanan-larsen,education
09cb3942-43f5-4a85-bbc9-f87af668a617,SBVP07550476816995,2024-03-26 11:34:57,2120.78,rivera inc,fitness
587ef344-6f3f-420c-98b8-e4cc1bc044fc,VPAM07174811317653,2024-02-13 23:13:39,2337.79,"brady, alvarez and schultz",fitness
6fb78271-504d-481f-8953-5b63ba81edd9,TPBK48739610290871,2024-10-05 20:16:25,3646.73,russell-lewis,transport
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,QFOI96804918727420,2024-07-05 20:18:53,3368.46,kelley and sons,food
30a900ad-939b-462d-a645-f129629c2ae3,JTKN12137730626042,2023-10-10 17:43:59,4920.91,taylor ltd,travel
6fa17735-b572-43d0-8b5c-ea6a41357e8c,HKVS73711222990775,2024-06-03 15:43:30,496.6,"shelton, dixon and kelly",electronics
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,ZWNA85816704686111,2023-08-21 21:34:21,2016.09,tucker ltd,grocery
f0b5156b-b82c-4074-afd5-dea589d7fd6c,IVLP68321021923785,2024-08-22 16:31:07,1699.82,harrison inc,food
3270e4fa-abae-4f43-bcae-8081bdf070aa,RIPC29618033242605,2024-06-01 14:42:57,4309.05,"miller, romero and hernandez",utilities
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,BQZA18498042537337,2023-06-14 02:26:20,1247.04,cordova group,transport
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,PPGD26881228217819,2023-07-21 04:34:54,955.09,phillips llc,fitness
1fe771d6-d917-4793-a9d3-c2e6505cc686,FHUY65346060560356,2024-11-26 09:18:19,2245.82,munoz ltd,housing
81d2c7de-4ce1-4b90-a669-7833b841d0a0,OTHX27986239847169,2025-01-06 01:26:45,2112.3,"thompson, harris and love",healthcare
5380b904-688c-4015-aab9-7e494f2d4796,ANCR12054647548954,2024-05-28 22:03:46,1396.33,brown inc,fitness
8dedf9fb-4bb0-4f20-b27c-40266703b636,PQPM98999275175889,2023-09-18 20:52:17,1252.78,campbell and sons,shopping
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,UCIU44498355393543,2024-09-03 06:58:38,4616.71,richardson-cook,electronics
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,KQVN44963924358853,2024-02-27 08:00:04,2218.44,herrera ltd,savings
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,ZOSQ21433952753674,2024-04-30 21:54:05,4307.44,spencer-pruitt,grocery
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,SORK24914168601347,2024-03-04 23:37:45,2753.87,romero-jones,food
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,ORSI89634067917665,2023-07-07 04:01:54,257.69,"solomon, woods and collins",utilities
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,DEFD50014188421630,2024-09-01 17:40:36,4996.42,"ross, franklin and johnson",fitness
7118e364-7709-4749-927e-ecfaa79ac9aa,VSBA15944633399948,2024-01-22 05:59:24,4180.96,gonzalez ltd,electronics
82dc4c8e-36b5-429a-acf5-e81e71316269,LHEA89532638902199,2025-01-17 19:42:42,4845.14,marsh-jackson,fitness
f5b78cc7-e6b3-4944-8b32-3e357922bac2,IZPD13633792234103,2024-06-02 10:34:19,4632.2,"chavez, brown and powell",utilities
a8aa7158-2b70-4525-bc67-f831cbc84759,VJNS96733116772696,2024-09-13 06:55:03,4244.24,miller group,grocery
a9f25336-83f4-49a9-88a6-39d015b52908,ARYI37685507896793,2023-12-07 17:18:03,835.72,tucker and sons,entertainment
17e8392a-55ce-45db-9e87-e04ca2086977,LEWC96263355643436,2024-09-02 15:12:38,2430.78,"zimmerman, jackson and zimmerman",savings
3c20592f-c04a-46c4-b3b6-3fe1d1843324,TPAV93170695560767,2023-07-23 22:01:03,1072.67,"barnes, howell and davis",grocery
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,NCNI53454722398983,2024-02-14 16:47:13,2008.2,mullen and sons,utilities
